"ID","Source","Target"
26,J  McGrigor Allan,London
26,J  McGrigor Allan,literary
27,S  Stafford Allen,APS
27,S  Stafford Allen,ASL
27,S  Stafford Allen,Egypt
27,S  Stafford Allen,London
27,S  Stafford Allen,Quaker
27,S  Stafford Allen,civil engineer
28,William Allen,APS
28,William Allen,ESL
28,William Allen,QCA
28,William Allen,armed services
29,George Allin,ASL
29,George Allin,London
29,George Allin,country
30,Charles Hamond Alpe,ASL
30,Charles Hamond Alpe,London
31,Crewe Alston,ASL
31,Crewe Alston,London
33,William Amhurst Tyssen Amhurst,AI
33,William Amhurst Tyssen Amhurst,Athenaeum Club
33,William Amhurst Tyssen Amhurst,Carlton Club
33,William Amhurst Tyssen Amhurst,ESL
33,William Amhurst Tyssen Amhurst,Marlborough Club
33,William Amhurst Tyssen Amhurst,Royal Society of Literature
33,William Amhurst Tyssen Amhurst,Society of Antiquaries
33,William Amhurst Tyssen Amhurst,collector
33,William Amhurst Tyssen Amhurst,country
33,William Amhurst Tyssen Amhurst,political
34,George Amner,ASL
34,George Amner,business
34,George Amner,country
35,Edward C Anderson,ASL
35,Edward C Anderson,London
35,Edward C Anderson,Royal College of Surgeons
35,Edward C Anderson,medical
36,John Anderson,ASL
36,John Anderson,Linnean Society of London
36,John Anderson,armed services
36,John Anderson,country
36,John Anderson,medical
37,Joseph Anderson,ASL
37,Joseph Anderson,Scotland
37,Joseph Anderson,Society of Antiquaries of Scotland
37,Joseph Anderson,archaeologist
37,Joseph Anderson,editor
37,Joseph Anderson,educator
37,Joseph Anderson,museum work
38,W  P Andrew,ESL
39,x Andrews,ESL
40,Matthew John Anketell,ESL
40,Matthew John Anketell,London
41,Thomas Chisholm Anstey,ESL
41,Thomas Chisholm Anstey,Hong Kong
41,Thomas Chisholm Anstey,London
41,Thomas Chisholm Anstey,legal
41,Thomas Chisholm Anstey,political
42,x Antrim,AI
42,x Antrim,ESL
42,x Antrim,Ireland
42,x Antrim,aristocracy
42,x Antrim,country
43,William Appleyard,AI
43,William Appleyard,ESL
43,William Appleyard,church
43,William Appleyard,country
44,William Arbuthnot,AI
44,William Arbuthnot,ASL
44,William Arbuthnot,London
44,William Arbuthnot,Oriental Club
45,Frederick Scott Archer,ESL
45,Frederick Scott Archer,country
45,Frederick Scott Archer,inventor
45,Frederick Scott Archer,photographer
46,Richard Edward Arden,ASL
46,Richard Edward Arden,Acclimatisation Society
46,Richard Edward Arden,Geological Society
46,Richard Edward Arden,Junior Athenaeum Club
46,Richard Edward Arden,National Club
46,Richard Edward Arden,Ornithological Society
46,Richard Edward Arden,Royal Geographical Society
46,Richard Edward Arden,country
46,Richard Edward Arden,legal
47,Alexander Aria,ASL
47,Alexander Aria,London
48,William Armitage,AI
48,William Armitage,ASL
48,William Armitage,Association for the Protection of Homeopathic Students and Practitioners
48,William Armitage,business
48,William Armitage,country
49,T  B Armitstead,ASL
51,William Armstrong,AI
51,William Armstrong,Athenaeum Club
51,William Armstrong,ESL
51,William Armstrong,London
51,William Armstrong,Royal Society
51,William Armstrong,aristocracy
51,William Armstrong,business
51,William Armstrong,country
52,Edward Arnold,ASL
52,Edward Arnold,Chemical Society
52,Edward Arnold,Phrenological Society
52,Edward Arnold,country
53,Richard Arnold,AI
53,Richard Arnold,ASL
53,Richard Arnold,America
53,Richard Arnold,American Medical Association
53,Richard Arnold,Georgia Historical Society
53,Richard Arnold,medical
54,William Arthur,AI
54,William Arthur,ASL
54,William Arthur,ESL
54,William Arthur,Ireland
54,William Arthur,London
54,William Arthur,Royal Asiatic Society
54,William Arthur,church
54,William Arthur,literary
55,Rodolph Arundell,ASL
55,Rodolph Arundell,London
56,Isidore Ascher,ASL
56,Isidore Ascher,London
56,Isidore Ascher,literary
56,Isidore Ascher,poet
57,Charles Frederick Ash,AI
57,Charles Frederick Ash,ASL
57,Charles Frederick Ash,London
57,Charles Frederick Ash,business
58,James Ashbury,ASL
58,James Ashbury,ESL
58,James Ashbury,London
58,James Ashbury,political
59,John Ashbury,ASL
59,John Ashbury,London
60,William Henry Ashurst,AI
60,William Henry Ashurst,Arts Club
60,William Henry Ashurst,ESL
60,William Henry Ashurst,London
60,William Henry Ashurst,Reform Club
60,William Henry Ashurst,legal
61,Henry Ashworth,ESL
61,Henry Ashworth,"Society for the Encouragement of Arts, Manufactures and Commerce"
61,Henry Ashworth,business
61,Henry Ashworth,country
62,William Aspull,ASL
62,William Aspull,London
62,William Aspull,music
64,John Atcherley,ASL
64,John Atcherley,Royal College of Physicians
64,John Atcherley,country
64,John Atcherley,medical
65,Charles Atkins,AI
65,Charles Atkins,ASL
65,Charles Atkins,London
66,Charles A Atkins,ESL
66,Charles A Atkins,country
67,E Atkinson,ESL
67,E Atkinson,country
68,George Atkinson,AI
68,George Atkinson,ASL
68,George Atkinson,Surrey Archaeological Society
68,George Atkinson,country
72,Alfred Aubert,ASL
72,Alfred Aubert,London
73,Alois Auer,Austria
73,Alois Auer,ESL
73,Alois Auer,inventor
74,Arthur Daniel Aulton,ESL
74,Arthur Daniel Aulton,country
78,Charles Cardale Babington,AI
78,Charles Cardale Babington,ASL
78,Charles Cardale Babington,Athenaeum Club
78,Charles Cardale Babington,Cambridge Philosophical Society
78,Charles Cardale Babington,Geological Society
78,Charles Cardale Babington,Linnean Society of London
78,Charles Cardale Babington,Royal Society
78,Charles Cardale Babington,Society of Antiquaries
78,Charles Cardale Babington,Somersetshire Archaeological and Natural History Society
78,Charles Cardale Babington,academic
78,Charles Cardale Babington,archaeologist
78,Charles Cardale Babington,botanist
78,Charles Cardale Babington,country
79,William Babington,ASL
79,William Babington,Africa
79,William Babington,London
79,William Babington,Royal Geographical Society
80,Edward Backhouse,AI
80,Edward Backhouse,APS
80,Edward Backhouse,ESL
80,Edward Backhouse,Quaker
80,Edward Backhouse,business
80,Edward Backhouse,church
80,Edward Backhouse,country
81,James (1) Backhouse,APS
81,James (1) Backhouse,ESL
81,James (1) Backhouse,Quaker
81,James (1) Backhouse,academic
81,James (1) Backhouse,church
81,James (1) Backhouse,country
82,Carl Ernst von Baer,AI
82,Carl Ernst von Baer,ASL
82,Carl Ernst von Baer,Anthropological Society of Paris
82,Carl Ernst von Baer,ESL
82,Carl Ernst von Baer,Russia
82,Carl Ernst von Baer,Russian Entomological Society
82,Carl Ernst von Baer,Russian Geographical Society
82,Carl Ernst von Baer,academic
82,Carl Ernst von Baer,explorer
83,John Bagehot,ESL
84,Walter ('Badgett') Bagehot,AI
84,Walter ('Badgett') Bagehot,Athenaeum Club
84,Walter ('Badgett') Bagehot,ESL
84,Walter ('Badgett') Bagehot,London
84,Walter ('Badgett') Bagehot,business
84,Walter ('Badgett') Bagehot,literary
85,Charles Henry Bagnall,ASL
85,Charles Henry Bagnall,country
86,Charles Stuart Bailey,ASL
86,Charles Stuart Bailey,London
86,Charles Stuart Bailey,country
87,John Bailey,APS
87,John Bailey,Ceylon
87,John Bailey,administrative
88,John Bailey (2),ASL
88,John Bailey (2),country
90,James Bain,AI
90,James Bain,ASL
90,James Bain,Junior Carlton Club
90,James Bain,Scotland
91,Thomas Baines,APS
91,Thomas Baines,London
91,Thomas Baines,artist
91,Thomas Baines,explorer
92,Benson Baker,ASL
92,Benson Baker,London
92,Benson Baker,Royal College of Physicians
92,Benson Baker,Royal College of Surgeons Edinburgh
92,Benson Baker,medical
93,J P Baker,ASL
93,J P Baker,London
93,J P Baker,Royal College of Surgeons
93,J P Baker,medical
94,John Baker,AI
94,John Baker,APS
94,John Baker,ESL
94,John Baker,London
94,John Baker,political
95,Samuel C Baker,AI
95,Samuel C Baker,APS
95,Samuel C Baker,Africa
95,Samuel C Baker,Athenaeum Club
95,Samuel C Baker,Ceylon
95,Samuel C Baker,ESL
95,Samuel C Baker,London
95,Samuel C Baker,Royal Geographical Society
95,Samuel C Baker,Royal Society
95,Samuel C Baker,administrative
95,Samuel C Baker,country
95,Samuel C Baker,explorer
96,William Bailey Baker,AI
96,William Bailey Baker,ESL
96,William Bailey Baker,New Zealand
98,George Balfour,AI
98,George Balfour,Athenaeum Club
98,George Balfour,ESL
98,George Balfour,London
98,George Balfour,Royal Geographical Society
98,George Balfour,armed services
98,George Balfour,political
100,John Bannister,ESL
100,John Bannister,church
100,John Bannister,country
101,Henry Barber,ASL
101,Henry Barber,Royal College of Physicians
101,Henry Barber,country
101,Henry Barber,medical
102,Robert Baring,ASL
102,Robert Baring,London
102,Robert Baring,armed services
105,Henry Walter Barlow,ASL
105,Henry Walter Barlow,London
105,Henry Walter Barlow,country
106,Christopher J Barnard,ASL
106,Christopher J Barnard,Africa
106,Christopher J Barnard,armed services
107,Henry Thorowgood Barnes,APS
107,Henry Thorowgood Barnes,ASL
107,Henry Thorowgood Barnes,London
107,Henry Thorowgood Barnes,business
108,John  Wheeldon Barnes,AI
108,John  Wheeldon Barnes,ESL
108,John  Wheeldon Barnes,Society of Antiquaries
108,John  Wheeldon Barnes,banker
108,John  Wheeldon Barnes,country
109,Robert Barnewall,ESL
109,Robert Barnewall,armed services
111,Joseph Henry Barr,ASL
111,Joseph Henry Barr,Royal College of Surgeons
111,Joseph Henry Barr,country
111,Joseph Henry Barr,medical
112,William Roby Barr,AI
112,William Roby Barr,ASL
112,William Roby Barr,Geological Society
112,William Roby Barr,business
112,William Roby Barr,country
113,Thomas Squire Barrett,AI
113,Thomas Squire Barrett,ASL
113,Thomas Squire Barrett,New Athenaeum Club
113,Thomas Squire Barrett,Royal Historical Society
113,Thomas Squire Barrett,Royal Society of British Sculptors
113,Thomas Squire Barrett,Statistical Society
113,Thomas Squire Barrett,Zoological Society
113,Thomas Squire Barrett,country
114,George William Barrington,AI
114,George William Barrington,ASL
114,George William Barrington,Geological Society
114,George William Barrington,London
114,George William Barrington,Royal Geographical Society
114,George William Barrington,aristocracy
114,George William Barrington,armed services
114,George William Barrington,political
115,C M Barter,ASL
115,C M Barter,country
115,C M Barter,medical
116,William Edward Bartlett,AI
116,William Edward Bartlett,ASL
116,William Edward Bartlett,London
116,William Edward Bartlett,Society of Antiquaries
117,Alfred Barton,ASL
117,Alfred Barton,London
117,Alfred Barton,Oriental Club
117,Alfred Barton,Royal Geographical Society
117,Alfred Barton,medical
118,John Stothert Bartrum,AI
118,John Stothert Bartrum,ESL
118,John Stothert Bartrum,Royal College of Surgeons
118,John Stothert Bartrum,country
118,John Stothert Bartrum,medical
119,Adolf Bastian,ESL
119,Adolf Bastian,Germany
119,Adolf Bastian,academic
119,Adolf Bastian,museum work
123,Thomas Bateman,ESL
123,Thomas Bateman,antiquarian
123,Thomas Bateman,archaeologist
123,Thomas Bateman,country
124,Ernest Bates,ASL
124,Ernest Bates,architect
124,Ernest Bates,civil engineer
124,Ernest Bates,country
126,William Battye,AI
126,William Battye,ASL
126,William Battye,Royal College of Surgeons
126,William Battye,Royal Horticultural Society of London
126,William Battye,country
126,William Battye,medical
127,Edwin Henry Baverstock,ASL
127,Edwin Henry Baverstock,London
127,Edwin Henry Baverstock,Royal Society of Literature
127,Edwin Henry Baverstock,business
128,James Bainbridge Baxter,ASL
128,James Bainbridge Baxter,London
128,James Bainbridge Baxter,Royal College of Surgeons
128,James Bainbridge Baxter,Society of Antiquaries
129,Thomas Henry Baylis,ESL
129,Thomas Henry Baylis,London
130,Samuel Beal,ASL
130,Samuel Beal,Royal Asiatic Society
130,Samuel Beal,armed services
130,Samuel Beal,church
130,Samuel Beal,country
131,John S Beale,ASL
131,John S Beale,London
132,Lionel John Beale,ESL
132,Lionel John Beale,London
132,Lionel John Beale,Royal College of Surgeons
132,Lionel John Beale,Royal Society of Literature
132,Lionel John Beale,medical
133,Frank Carr Beard,ESL
133,Frank Carr Beard,London
133,Frank Carr Beard,medical
134,Amos Beardsley,ASL
134,Amos Beardsley,Geological Society
134,Amos Beardsley,Linnean Society of London
134,Amos Beardsley,country
136,William Beattie,Biblical Archaeological Society
136,William Beattie,British Archaeological Society
136,William Beattie,ESL
136,William Beattie,Historical Institute
136,William Beattie,Institut d'Afrique a Paris
136,William Beattie,London
136,William Beattie,Royal College of Physicians
136,William Beattie,medical
138,Richard Beaumont,ESL
138,Richard Beaumont,Royal Society
138,Richard Beaumont,country
139,Hugh J C Beavan,ASL
139,Hugh J C Beavan,Cannibal Club
139,Hugh J C Beavan,Grafton Club
139,Hugh J C Beavan,Junior Carlton Club
139,Hugh J C Beavan,London
139,Hugh J C Beavan,Royal Geographical Society
140,R C Beavan,ASL
140,R C Beavan,India
140,R C Beavan,armed services
142,Alfred Becquet,ASL
142,Alfred Becquet,Belgium
144,x Beechey,ESL
144,x Beechey,London
144,x Beechey,Royal Society
144,x Beechey,armed services
145,Hermann Beigel,AI
145,Hermann Beigel,ASL
145,Hermann Beigel,Austria
145,Hermann Beigel,Imperial Academy of Dresden
145,Hermann Beigel,London
145,Hermann Beigel,Royal College of Physicians
145,Hermann Beigel,medical
150,C W  Bowdler Bell,ASL
150,C W  Bowdler Bell,India
150,C W  Bowdler Bell,armed services
151,James Bell,APS
151,James Bell,ESL
151,James Bell,London
151,James Bell,Quaker
151,James Bell,Royal Institute of British Architects
151,James Bell,political
152,John Bell (2),APS
152,John Bell (2),ESL
152,John Bell (2),London
152,John Bell (2),"Society for the Encouragement of Arts, Manufactures and Commerce"
152,John Bell (2),artist
153,Robert Bell,APS
153,Robert Bell,ESL
154,William Abraham Bell,AI
154,William Abraham Bell,ESL
154,William Abraham Bell,London
154,William Abraham Bell,New University Club
154,William Abraham Bell,business
154,William Abraham Bell,medical
154,William Abraham Bell,photographer
155,Edward Bellamy,AI
155,Edward Bellamy,ASL
155,Edward Bellamy,Cannibal Club
155,Edward Bellamy,London
155,Edward Bellamy,Nationalist Club
155,Edward Bellamy,Royal Geographical Society
155,Edward Bellamy,literary
156,Henry Walter Bellew,AI
156,Henry Walter Bellew,ASL
156,Henry Walter Bellew,Athenaeum Club
156,Henry Walter Bellew,India
156,Henry Walter Bellew,Royal College of Surgeons
156,Henry Walter Bellew,armed services
156,Henry Walter Bellew,medical
157,William Painter Belliss,ASL
157,William Painter Belliss,London
157,William Painter Belliss,business
158,D Bellock,ASL
159,Lewis F Bellot,ESL
160,Adolph Bendir,ASL
160,Adolph Bendir,London
160,Adolph Bendir,business
161,Thomas Bendyshe,AI
161,Thomas Bendyshe,ASL
161,Thomas Bendyshe,Cannibal Club
161,Thomas Bendyshe,London
161,Thomas Bendyshe,academic
161,Thomas Bendyshe,country
163,Charles Bennett,AI
163,Charles Bennett,APS
163,Charles Bennett,ASL
163,Charles Bennett,London
163,Charles Bennett,Thatched House Club
165,John Bennett,ASL
165,John Bennett,Athenaeum Club
165,John Bennett,London
165,John Bennett,Royal Asiatic Society
165,John Bennett,business
166,Thomas John Wesley Bennett,ASL
166,Thomas John Wesley Bennett,London
167,W F G Benson,ASL
167,W F G Benson,chemist
167,W F G Benson,country
168,William Ralph Benson,ASL
168,William Ralph Benson,India
168,William Ralph Benson,legal
169,Richard Bentley,ESL
169,Richard Bentley,business
170,Bartholomew Bernasconi,ESL
170,Bartholomew Bernasconi,London
170,Bartholomew Bernasconi,country
171,George Bertram,AI
171,George Bertram,ASL
171,George Bertram,Scotland
171,George Bertram,business
172,Camille Bertrand,ASL
172,Camille Bertrand,France
172,Camille Bertrand,medical
173,x Best,ASL
173,x Best,"Society for the Encouragement of Arts, Manufactures and Commerce"
173,x Best,armed services
173,x Best,country
176,John Henry Biddles,ASL
176,John Henry Biddles,London
176,John Henry Biddles,legal
177,Thomas Bigg,ESL
178,John Bilderbeck,AI
178,John Bilderbeck,ASL
178,John Bilderbeck,India
178,John Bilderbeck,Royal College of Surgeons
178,John Bilderbeck,medical
180,Theodor Bilharz,ASL
180,Theodor Bilharz,Egypt
180,Theodor Bilharz,medical
181,Henry Corles Bingham,ASL
181,Henry Corles Bingham,country
182,James Bird,APS
183,R S Birkbeck,ESL
185,James Bischoff,AI
185,James Bischoff,ASL
185,James Bischoff,London
185,James Bischoff,"Royal Society for the Encouragement of Arts, Manufactures and Commerce"
185,James Bischoff,Zoological Society
187,Andrew Black,AI
187,Andrew Black,ASL
187,Andrew Black,Glasgow Art Club
187,Andrew Black,Royal Scottish Society of Painters in Water Colours
187,Andrew Black,Scotland
187,Andrew Black,artist
188,W H Black,ESL
190,William Blackmore,AI
190,William Blackmore,ESL
190,William Blackmore,London
190,William Blackmore,country
190,William Blackmore,legal
190,William Blackmore,museum work
191,Alan Cornwall Blackstone,ASL
191,Alan Cornwall Blackstone,London
191,Alan Cornwall Blackstone,Royal Geographical Society
192,J H Blackwell,ESL
194,T A Blakely,ASL
194,T A Blakely,Army & Navy Club
194,T A Blakely,British Association
194,T A Blakely,London
194,T A Blakely,Royal Irish Academy
194,T A Blakely,Royal Society
194,T A Blakely,Royal United Service Institution
194,T A Blakely,Royal Victoria Yacht Club
194,T A Blakely,Society of Engineers
194,T A Blakely,armed services
195,Henry Jules Blanc,AI
195,Henry Jules Blanc,ASL
195,Henry Jules Blanc,ESL
195,Henry Jules Blanc,France
195,Henry Jules Blanc,London
195,Henry Jules Blanc,Royal College of Surgeons Edinburgh
195,Henry Jules Blanc,medical
196,Sydney L Blanchard,ASL
196,Sydney L Blanchard,Arundel Club
196,Sydney L Blanchard,London
197,Albert Taylor Bledsoe,ASL
197,Albert Taylor Bledsoe,America
197,Albert Taylor Bledsoe,London
197,Albert Taylor Bledsoe,legal
198,David Blellock,ASL
198,David Blellock,London
198,David Blellock,legal
199,John Hillier Blount,ASL
199,John Hillier Blount,India
199,John Hillier Blount,country
199,John Hillier Blount,medical
200,Frederick Edmund Blyth,ASL
200,Frederick Edmund Blyth,London
201,Henry S Boase,ASL
201,Henry S Boase,Geological Society
201,Henry S Boase,Royal Society
201,Henry S Boase,Scotland
201,Henry S Boase,medical
203,Anatoly Petrovich Bogdanoff,ASL
203,Anatoly Petrovich Bogdanoff,Anthropological Society of Moscow
203,Anatoly Petrovich Bogdanoff,Russia
203,Anatoly Petrovich Bogdanoff,academic
204,Edward B Bogg,ASL
204,Edward B Bogg,Canada
204,Edward B Bogg,armed services
204,Edward B Bogg,medical
205,Henry George Bohn,AI
205,Henry George Bohn,ESL
205,Henry George Bohn,Linnean Society of London
205,Henry George Bohn,London
205,Henry George Bohn,Royal Astronomical Society
205,Henry George Bohn,Royal Geographical Society
205,Henry George Bohn,Royal Society of Literature
205,Henry George Bohn,publisher
206,John Peter Boileau,ESL
206,John Peter Boileau,London
206,John Peter Boileau,aristocracy
207,Henry James Bolding,Australia
207,Henry James Bolding,ESL
208,Charles W Bollaert,ASL
208,Charles W Bollaert,Argentina
209,William Bollaert,AI
209,William Bollaert,ASL
209,William Bollaert,ESL
209,William Bollaert,"Ethnological Society, New York"
209,William Bollaert,London
209,William Bollaert,Royal Geographical Society
209,William Bollaert,chemist
209,William Bollaert,ethnologist
209,William Bollaert,geographer
209,William Bollaert,literary
210,Louis Lucien Bonaparte,AI
210,Louis Lucien Bonaparte,Athenaeum Club
210,Louis Lucien Bonaparte,ESL
210,Louis Lucien Bonaparte,France
210,Louis Lucien Bonaparte,London
210,Louis Lucien Bonaparte,academic
210,Louis Lucien Bonaparte,aristocracy
210,Louis Lucien Bonaparte,political
211,E Bonavia,ESL
211,E Bonavia,London
211,E Bonavia,medical
211,E Bonavia,museum work
212,George Bonavia,AI
212,George Bonavia,ESL
212,George Bonavia,London
212,George Bonavia,artist
213,Charles Radcliffe Bond,ASL
213,Charles Radcliffe Bond,London
213,Charles Radcliffe Bond,Royal College of Surgeons
213,Charles Radcliffe Bond,medical
214,Walter M Bond,ASL
214,Walter M Bond,Ireland
215,George Bonham,Athenaeum Club
215,George Bonham,ESL
215,George Bonham,London
215,George Bonham,administrative
215,George Bonham,aristocracy
216,W C Bonnerjee,ASL
216,W C Bonnerjee,Geological Society
216,W C Bonnerjee,London
216,W C Bonnerjee,legal
217,T  George Bonney,ASL
217,T  George Bonney,Athenaeum Club
217,T  George Bonney,Geological Society
217,T  George Bonney,Royal Society
217,T  George Bonney,church
217,T  George Bonney,country
218,Evert Julius Bonsdorff,ASL
218,Evert Julius Bonsdorff,Finland
218,Evert Julius Bonsdorff,anatomist
218,Evert Julius Bonsdorff,medical
218,Evert Julius Bonsdorff,zoologist
219,James Bonsor,AI
219,James Bonsor,ASL
219,James Bonsor,London
219,James Bonsor,"Society for the Encouragement of Arts, Manufactures and Commerce"
219,James Bonsor,business
220,James Bonwick,AI
220,James Bonwick,ASL
220,James Bonwick,Australia
220,James Bonwick,ESL
220,James Bonwick,London
220,James Bonwick,Royal Geographical Society
220,James Bonwick,educator
220,James Bonwick,literary
221,Charles Booth,ASL
221,Charles Booth,Athenaeum Club
221,Charles Booth,London
221,Charles Booth,country
222,W W Boreham,ASL
222,W W Boreham,Royal Astronomical Society
223,Cunningham Borthwick,AI
223,Cunningham Borthwick,ASL
223,Cunningham Borthwick,London
223,Cunningham Borthwick,Society of Antiquaries
223,Cunningham Borthwick,aristocracy
223,Cunningham Borthwick,political
224,Joseph Bosworth,ASL
224,Joseph Bosworth,Royal Institute of the Netherlands
224,Joseph Bosworth,Royal Society
224,Joseph Bosworth,Society of Antiquaries of Literature
224,Joseph Bosworth,academic
224,Joseph Bosworth,church
224,Joseph Bosworth,country
225,Beriah Botfield,Athenaeum Club
225,Beriah Botfield,British Archaeological Association
225,Beriah Botfield,ESL
225,Beriah Botfield,London
225,Beriah Botfield,Royal Society
225,Beriah Botfield,"Society for the Encouragement of Arts, Manufactures and Commerce"
225,Beriah Botfield,Society of Antiquaries
225,Beriah Botfield,political
226,x Boucher de Crevecoeur de Perthes,ASL
226,x Boucher de Crevecoeur de Perthes,Anthropological Society of Paris
226,x Boucher de Crevecoeur de Perthes,ESL
226,x Boucher de Crevecoeur de Perthes,France
226,x Boucher de Crevecoeur de Perthes,Geological Society
226,x Boucher de Crevecoeur de Perthes,academic
227,x Boudin,ASL
227,x Boudin,ESL
227,x Boudin,France
227,x Boudin,medical
228,George Boulton,ASL
228,George Boulton,London
228,George Boulton,"Royal Society for the Encouragement of Arts, Manufactures and Commerce"
229,Brasseur de Bourbourg,ASL
229,Brasseur de Bourbourg,France
229,Brasseur de Bourbourg,archaeologist
229,Brasseur de Bourbourg,ethnographer
229,Brasseur de Bourbourg,historian
229,Brasseur de Bourbourg,literary
230,x Bourien,ESL
230,x Bourien,church
231,Philip Bourjeaurd,ESL
231,Philip Bourjeaurd,London
231,Philip Bourjeaurd,inventor
231,Philip Bourjeaurd,medical
232,Sydney Edward Bouverie Bouverie-Pusey,AI
232,Sydney Edward Bouverie Bouverie-Pusey,ASL
232,Sydney Edward Bouverie Bouverie-Pusey,Athenaeum Club
232,Sydney Edward Bouverie Bouverie-Pusey,ESL
232,Sydney Edward Bouverie Bouverie-Pusey,Folklore Society
232,Sydney Edward Bouverie Bouverie-Pusey,London
232,Sydney Edward Bouverie Bouverie-Pusey,Royal Geographical Society
232,Sydney Edward Bouverie Bouverie-Pusey,country
232,Sydney Edward Bouverie Bouverie-Pusey,literary
233,Frederick Bower,ESL
235,Robert Bowie,ESL
236,Thomas William Bowman,ASL
236,Thomas William Bowman,Royal Society of Literature
236,Thomas William Bowman,academic
236,Thomas William Bowman,country
237,John Bowring,Athenaeum Club
237,John Bowring,ESL
237,John Bowring,"Society for the Encouragement of Arts, Manufactures and Commerce"
237,John Bowring,administrative
237,John Bowring,country
237,John Bowring,political
238,William Henry Wentworth Bowyer,ASL
238,William Henry Wentworth Bowyer,London
238,William Henry Wentworth Bowyer,church
239,William Boxall,Athenaeum Club
239,William Boxall,ESL
239,William Boxall,artist
239,William Boxall,museum work
241,William Binnington Boyce,ASL
241,William Binnington Boyce,London
241,William Binnington Boyce,Royal Geographical Society
241,William Binnington Boyce,Weslyan Mission Society
241,William Binnington Boyce,church
242,Jacob Boys,AI
242,Jacob Boys,ASL
242,Jacob Boys,country
242,Jacob Boys,legal
243,Edward William Brabrook,AI
243,Edward William Brabrook,ASL
243,Edward William Brabrook,Anthropological Society of Paris
243,Edward William Brabrook,Athenaeum Club
243,Edward William Brabrook,Colquehoun Club
243,Edward William Brabrook,Folklore Society
243,Edward William Brabrook,London
243,Edward William Brabrook,London and Middlesex Archaeological Association
243,Edward William Brabrook,Royal Society of Literature
243,Edward William Brabrook,Royal Society of Northern Antiquities Copenhagen
243,Edward William Brabrook,Society of Antiquaries
243,Edward William Brabrook,Statistical Society
243,Edward William Brabrook,civil service
243,Edward William Brabrook,legal
244,Frederick Braby,AI
244,Frederick Braby,ASL
244,Frederick Braby,Chemical Society
244,Frederick Braby,Geological Society
244,Frederick Braby,London
244,Frederick Braby,"Society for the Encouragement of Arts, Manufactures and Commerce"
244,Frederick Braby,ironmaker
245,Charles Holt Bracebridge,AI
245,Charles Holt Bracebridge,Athenaeum Club
245,Charles Holt Bracebridge,ESL
245,Charles Holt Bracebridge,London
245,Charles Holt Bracebridge,literary
246,Thomas Braddell,ESL
246,Thomas Braddell,Singapore
246,Thomas Braddell,administrative
246,Thomas Braddell,legal
249,Antonio Brady,AI
249,Antonio Brady,APS
249,Antonio Brady,ASL
249,Antonio Brady,Geological Society
249,Antonio Brady,Quaker
