"ID","Source","Target"
1092,J  Beete Jukes,Athenaeum Club
1139,William White La Barte,Essex Field Club
1144,Thomas Josiah Laing,Reform Club
1152,Augustus Henry Lane Fox later Pitt Rivers,Guards Club
1152,Augustus Henry Lane Fox later Pitt Rivers,Athenaeum Club
1153,Andrew Lang,Athenaeum Club
1160,Robert Gordon Latham,Athenaeum Club
1166,Edward (1) Lawrence,Athenaeum Club
1169,William Lawrence,Athenaeum Club
1173,Austen Henry Layard,Athenaeum Club
1179,John Lee (2),Athenaeum Club
1185,x Lefroy,Athenaeum Club
1207,Joseph Lister,Athenaeum Club
1211,Robert Liveing,Athenaeum Club
1219,Joseph Norman Lockyer,Athenaeum Club
1225,William Longman,Athenaeum Club
1225,William Longman,Alpine Club
1235,John Lubbock,X Club
1235,John Lubbock,Athenaeum Club
1245,Charles Lyell,Athenaeum Club
1255,Kenneth Robert Henderson Mackenzie,Cannibal Club
1266,George Macleay,Athenaeum Club
1271,Charles Malcolm,Athenaeum Club
1272,William Elphinstone Malcolm,Royal Societies Club
1279,Clements Robert Markham,Oriental Club
1279,Clements Robert Markham,Athenaeum Club
1283,Matthew Henry Marsh,Athenaeum Club
1285,George William Marshall,New University Club
1292,H  Victor Martin,Arundel Club
1296,Richard Biddulph Martin,Athenaeum Club
1296,Richard Biddulph Martin,Wyndham Club
1296,Richard Biddulph Martin,Ranelagh Club
1306,Henry Matthews,Athenaeum Club
1314,Peter Benson Maxwell,Athenaeum Club
1321,John S Mayson,Union Club
1336,John Frederick McNair,Athenaeum Club
1339,Thomas Taylor Meadows,Athenaeum Club
1350,Edward Meryon,Athenaeum Club
1364,Henry F Mills,Thatched House Club
1377,Arthur Mitchell,Royal Societies Club
1379,William Henry Mitchell,Junior Carlton Club
1380,William Stephen Mitchell,New University Club
1392,J Monro,Army & Navy Club
1393,Frederick Butler Montgomerie,Conservative Club
1393,Frederick Butler Montgomerie,Athenaeum Club
1399,Henry Reginald Moore,Junior Garrick Club
1413,Alexander Morison,Athenaeum Club
1414,James Cotter Morison,Athenaeum Club
1426,Walter Morrison,United University Club
1439,J Muir,Athenaeum Club
1448,Roderick Impey Murchison,Athenaeum Club
1452,John Murray,Athenaeum Club
1487,Charles Nicholson,Athenaeum Club
1491,J  Dyce Nicol,Athenaeum Club
1509,P O'Callaghan,"Tennis Court Club, Leamington"
1510,Luke Smyth O'Connor,Union Club
1510,Luke Smyth O'Connor,United Service Club
1518,Laurence Oliphant,Athenaeum Club
1520,Gustav Oppert,"Madras Club, Madras"
1521,William M Ord,Athenaeum Club
1522,John Benn Ormathwaite,Carlton Club
1524,Sherard Osborn,Athenaeum Club
1527,Frederick Ouvry,Athenaeum Club
1530,John Fletcher Owen,Junior United Service Club
1531,Richard Owen,Athenaeum Club
1542,Silas Palmer,Newbury and District Field Club
1548,Harry Parkes,Athenaeum Club
1548,Harry Parkes,Oriental Club
1550,J  Charlton Parr,Junior Carlton Club
1565,George Peacocke,Naval and Military Club
1569,C H Pearson,Athenaeum Club
1583,Erskine Perry,Athenaeum Club
1593,Arthur Phayre,East India United Services Club
1593,Arthur Phayre,Athenaeum Club
1603,Luke Owen Pike,Cannibal Club
1603,Luke Owen Pike,New University Club
1617,George H Pope,New University Club
1627,Thomas Prendergast,East India Club
1628,Joseph Prestwich,Athenaeum Club
1647,Arthur Giles Puller,Athenaeum Club
1666,John Ramsay,Athenaeum Club
1666,John Ramsay,Wyndham Club
1669,G C Rankin,Conservative Club
1673,Charles Ratcliff,Athenaeum Club
1674,Henry Rawlinson,Athenaeum Club
1677,W H Read,Oriental Club
1678,Charles Reade,Garrick Club
1679,William Winwood Reade,Conservative Club
1684,Lestock Robert Reid,Athenaeum Club
1686,Charles Jeremiah Renshaw,Royal Societies Club
1692,x Richards,Wyndham Club
1697,Francis Ignatio Rickard,Athenaeum Club
1697,Francis Ignatio Rickard,Conservative Club
1704,"x Ripon, De Grey and",Athenaeum Club
1704,"x Ripon, De Grey and",Brookes Club
1704,"x Ripon, De Grey and",Traveller's Club
1718,Daniel Brooke Robertson,Athenaeum Club
1735,George Rolleston,Athenaeum Club
1747,Richard Wellesley Rothman,Athenaeum Club
1758,Frederick William Rudler,Essex Field Club
1769,Edward Ryan,Athenaeum Club
1775,David Salomons,Athenaeum Club
1781,W  Walbank Sanderson,Manchester Literary Club
1782,Humfrey Sandwith,Athenaeum Club
1822,Hugh R Semper,Grafton Club
1827,Henry Danby Seymour,Traveller's Club
1827,Henry Danby Seymour,Alfred Club
1827,Henry Danby Seymour,Athenaeum Club
1843,Justin Shiel,Athenaeum Club
1850,James Kay Shuttleworth,Athenaeum Club
1856,S F Simonson,Oriental Club
1873,Andrew Smith,Athenaeum Club
1903,Samuel Reynolds Solly,Athenaeum Club
1919,William Spottiswoode,X Club
1919,William Spottiswoode,Athenaeum Club
1931,Spencer St John,Athenaeum Club
1937,John Stanley,Guards Club
1958,Robert Sidney Stone,Junior Carlton Club
1958,Robert Sidney Stone,Bath and County Club
1958,Robert Sidney Stone,Royal Albert Yacht Club
1961,John Marmaduke Stourton,Junior Athenaeum Club
1963,x Strangford,Athenaeum Club
1969,x Stuart,Athenaeum Club
1982,Algernon Charles Swinburne,Cannibal Club
1986,J J Sylvester,Athenaeum Club
1992,Robert Tait,Athenaeum Club
1993,James Talbot de Malahide,Athenaeum Club
1997,George Tate,Berwickshire Naturalists Field Club
2006,John George Taylor,Athenaeum Club
2012,Richard Temple,Oriental Club
2012,Richard Temple,Athenaeum Club
2012,Richard Temple,Indian Club
2014,John Tennant,Brookes Club
2015,James Emerson Tennent,Athenaeum Club
2019,Connop Thirlwall,Athenaeum Club
2038,Edward Thurlow,Athenaeum Club
2050,William Tooke,Athenaeum Club
2069,Arthur Chilver Tupper,Athenaeum Club
2078,H K Twyford,Junior United Service Club
2086,John Ussher,Arthurs Club
2092,William Sandys Wright Vaux,Athenaeum Club
2097,Edouard J Villin,Cannibal Club
2102,Thomas Francis Wade,Athenaeum Club
2113,Charles Pyndar Beauchamp Walker,United Service Club
2116,James Walker,Athenaeum Club
2129,Stephen Henry Ward,Athenaeum Club
2145,Andrew Scott Waugh,Athenaeum Club
2157,William Henry Wesley,Cannibal Club
2163,James Whishaw,Oriental Club
2196,S W D Williams,Athenaeum Club
2214,William Smith Windham,Carlton Club
2223,Henry Drummond Wolff,Athenaeum Club
2251,Ashton Yates,Athenaeum Club
