"ID","Source","Target"
246,Thomas Braddell,Singapore
249,Antonio Brady,country
251,P A Brady,country
252,William Bragge,country
253,George M Braggiotti,America
255,Charles Brainsford,country
256,Thomas Brankstone,London
257,Frank William Breach,Mexico
258,A C Brebner,London
259,James Brebner,Scotland
260,William Brent Brent,London
260,William Brent Brent,France
261,Charles Brett,London
262,D J Breuneis,London
263,J S Brickwood,country
265,John Briggs,London
266,Lindsay Brine,London
267,John Brinton,country
270,Bernard Edward Brodhurst,London
272,David Brodie,Scotland
274,P B Brodie,country
275,Frederick Brome,Gibraltar
277,James Brooke,country
278,Henry (1) Brookes,London
279,Henry (2) Brookes,London
280,William Brookes,Australia
281,x Brougham,London
282,Charles Cornish Brown,country
283,Edward Brown,London
284,Edwin Brown,country
285,Edwin Ormond Brown,London
286,George W  (1) Brown,Australia
287,James Roberts Brown,London
288,John Brown,Australia
289,John Allen Brown,London
290,John Harcourt Brown,London
292,J  Cave Browne,India
293,Thomas Henry Browne,country
294,Robert Bruce,Scotland
295,Ernst Wilhelm Ritter von Brucke,Austria
297,George Bryant,London
298,Walter Buchannan,Scotland
298,Walter Buchannan,London
299,Ludwig Buchner,Germany
300,James Silk Buckingham,country
301,W E Buckley,country
302,James Buckman,country
303,William Bull,London
304,James Wentworth Buller,London
305,Henry Christopher Bunkell,London
306,x Bunsen,Prussia
308,Henry Burden,Ireland
309,Daniel Earl Burdett,Canada
310,August Friedrich Marschall von Burgholzhausen,Austria
312,John Smith Burke,London
313,Luke Burke,London
314,Hermann Burmeister,Argentina
316,Samuel Burton,country
317,Johann Karl Eduard Buschmann,Germany
318,George Busk,London
319,William John Busteed,India
319,William John Busteed,London
320,Henry Butler,London
321,James Butler,London
322,Charles Buxton,London
323,Isaac Byerley,country
324,George Byham,London
326,John O'Connell Byrne,London
328,Benjamin Bond Cabbell,London
330,Henry Callaway,Africa
331,Thomas Callaway,Africa
332,John Calman,Africa
333,Luigi Calori,Italy
334,Frank Calvert,Turkey
335,George Calvert,Africa
336,Charles Duncan Cameron,Ethiopia
337,Archibald Campbell,London
338,Francis Campbell,Australia
339,George (1) Campbell,London
339,George (1) Campbell,India
341,Henry Campbell,Scotland
343,James Campbell,London
343,James Campbell,Thailand
345,Montgomery Campbell,London
345,Montgomery Campbell,country
345,Montgomery Campbell,France
346,Robert Campbell,Africa
347,T A Campbell,Australia
348,Walter Campbell,Ireland
348,Walter Campbell,London
349,Francis Campin,London
350,William Camps,country
350,William Camps,London
351,Thomas Cannon,London
352,Jean-Francois Caplin,London
353,Charles Capper,London
354,Charles Napoleon de Cardi,Africa
355,William D Carey,country
355,William D Carey,Gibraltar
355,William D Carey,Ireland
355,William D Carey,Ceylon
356,John Burford Carlill,London
358,Frederick Stanley Carpenter,country
358,Frederick Stanley Carpenter,London
358,Frederick Stanley Carpenter,Ireland
359,Robert Carrington,London
361,George Carter,country
362,Samuel Cartwright,London
363,Facundo Carulla,Argentina
363,Facundo Carulla,country
364,Carl Gustav Carus,Germany
365,John Cassell,London
367,Fran̤ois Louis Nompar de Caumont La Force Castelnau,France
368,Henry James Castle,London
369,Daniel de Castro,London
370,George Catlin,America
370,George Catlin,Belgium
372,John Cavafy,London
372,John Cavafy,country
373,Richard Cavendish,country
374,"Antonio de La, jun Cerda",Brazil
375,Edwin Chadwick,London
376,Hugo Mavesyn Chadwick,country
377,John Henry Challis,London
378,William Chamberlin,country
379,Charles Harcourt Chambers,London
379,Charles Harcourt Chambers,country
381,William Chambers,Wales
382,James Champley,country
383,Frank Chance,country
383,Frank Chance,London
384,David Charles,Wales
385,Edward Charlesworth,London
386,Henry Charlton,country
387,William Charlton,country
389,Frederick Chatfield,London
390,Samuel Cheetham,country
390,Samuel Cheetham,Africa
391,F W Chesson,London
392,Hendrick Agnis Chignell,country
393,William Dinsdale Child,London
394,Robert Caesar Childers,country
396,Samuel Chinnery,London
396,Samuel Chinnery,France
397,William Nathan Chipperfield,India
398,P H Chittenden,London
399,T J Cholmondeley,country
403,Henry Christy,London
405,James Graham Churcher,London
406,Henry Clare,country
407,x Clarendon,London
409,Henry Clark,country
410,James Clark,London
412,Henry Wilberforce Clarke,country
413,Hyde Clarke,London
414,John Clarke,Jamaica
415,Robert Clarke,London
416,William Henry Claus,Africa
417,William Aloysius Clavering,London
418,T H  Jun Clay,Nicaragua
419,William Clay,London
420,John (1) Cleghorn,London
421,John (2) Cleghorn,Scotland
422,John Cleland,Scotland
423,William James Clement,country
425,H Clerk,London
425,H Clerk,country
426,Maurice Philip Clifford,London
430,F W Coates,country
430,F W Coates,London
431,Henry Coates,London
434,Frederick Cock,London
435,John jun Cock,country
436,W  Spencer Cockings,London
437,James Coke,Scotland
438,John Colam,London
439,W P Colchester,country
440,Henry Cole,London
442,Richard Beverley Cole,America
443,Vicat Cole,country
443,Vicat Cole,London
444,Thomas Edward Colebrooke,London
445,Edmund Walter Coleman,country
446,John Sherrard Coleman,London
449,John Payne Collier,country
450,Thomas Collings,London
452,John Frederick Collingwood,London
453,S  Edwin Collingwood,country
454,W W Collins,London
455,John (1) Collinson,London
457,x Colonsay,Scotland
458,John Congreve,London
459,John Conolly,London
460,Moncure Daniel Conway,London
461,Samuel John Cooke,London
462,William Fothergill Cooke,London
462,William Fothergill Cooke,country
463,William Gifford Cookesley,London
464,Daniel Cooper,London
465,Frederick Cooper,London
466,Holmes Coote,London
467,George Ford Copeland,country
469,Thomas Copings,London
470,William C Copperthwaite,country
471,Tullie Cornthwaite,country
472,William Cory,London
473,Frederick William Cosens,London
474,Handel Cossham,country
475,F L Cotton,London
477,Samuel Courtauld,country
477,Samuel Courtauld,London
478,F G Courthope,London
479,J  Jermyn Cowell,London
480,Joseph jun Cowen,country
481,Henry Augustus Cowper,West Indies
481,Henry Augustus Cowper,London
482,Irwin Edward Bainbridge Cox,London
483,J W  Conrad Cox,London
484,W T Cox,country
485,James Coxe,Scotland
486,Arthur Edmund Crafter,country
487,Henry Valentine Crassweller,London
488,Thomas William Craster,country
489,Tom junr Craston,London
489,Tom junr Craston,Africa
491,Frederick A B Crawfurd,London
492,John Crawfurd,London
493,Oswald John Crawfurd,Portugal
496,W J Crichton,London
498,George Critchett,London
500,Thomas Francis Dillon Croker,London
501,J M Crolly,country
502,A G Cross,China
503,Henry Crowley,country
504,Jonathan Sparrow Crowley,London
505,George Rayner Croxford,country
506,Moore A Cuffe,country
507,Richard Cull,London
509,Henry Syer Cuming,London
510,Richard S Cunliffe,Scotland
511,Alexander Cunningham,London
511,Alexander Cunningham,India
512,Manockjee Cursetjee,India
512,Manockjee Cursetjee,London
513,Edward Barrett Hodges Curteis,country
514,John Cuthbert,London
515,John Richmond Cuthbert,country
516,George Cutler,country
517,William Barrington D'Almeida,country
518,Marie-Armand de Castera-Macaya D'Avezac,France
519,Jean Baptiste Julien D'Omalius d'Halloy,Belgium
520,S J Da Costa,London
521,x Daa,Norway
523,David Dale,country
524,G P Dall,country
525,Eugene Dally,France
527,G  Wythes Daniell,London
529,William Freeman Daniell,Africa
531,Robert Dukinfield Darbishire,country
532,Frederick Whittock Darby,London
533,Camille Dareste,France
535,George Russell Dartnell,country
536,Charles Darwin,country
537,Erasmus (Ras) Darwin,London
539,Arthur Dashwood,Wales
540,Samuel Davenport,Australia
541,John George Davey,country
542,John Davidson,Scotland
543,I Davie,London
544,F  Drummond Davies,London
545,Jesse Conway Davies,Wales
546,William Davies,country
547,Edmund Francis Davis,London
548,Frederick E Davis,London
553,George Henry Daw,country
554,William Boyd Dawkins,country
555,George Dawson,country
556,Walter F Dawson,London
558,Samuel Phillips Day,London
559,John junr De Horne,London
560,Octave Delepierre,Belgium
561,Walter Cooper Dendy,London
565,George Dennis,Libya
566,x Derby (formerly Stanley),London
567,M Des Barres,Canada
568,Jules Desnoyers,France
569,Charles William Devis,country
570,x Devonshire,London
572,George Dibley,London
573,John jun Dickinson,London
574,John Jun Dickinson,London
575,Henry Dickman,Ceylon
576,Charles Sheffield Dickson,country
577,Peter Dickson,London
580,x Diezmann,Nicaragua
581,Charles Wentworth Dilke,London
582,John Dingle,country
582,John Dingle,London
584,Henry Distin,London
586,Thomas J Dobson,country
587,Jacob Ludwig Dohne,South Africa
588,William Donald,London
589,John Donaldson,Scotland
591,Cornelius Donovan,London
592,Bernard Dorn,Russia
593,James Dowie,London
594,John Langdon H Down,country
596,Alexander Downing,Nicaragua
597,Arthur Edward Downing,India
598,Washington Downing,London
600,James T J Doyle,India
602,D I Drakeford,country
603,James F Draper,country
604,Gustavus Dressler,Germany
605,Robert A Drew,country
606,H Driver,country
607,John Drummond,country
608,Paul Belloni Du Chaillu,London
609,C A Du Val,country
610,Gustaf Von Duben,Sweden
611,x Dublin,Ireland
612,Frederick Duckworth,India
613,Henry Duckworth,country
615,William Duckworth,London
616,R E Dudgeon,London
617,Reginald R Dudley,country
618,J R Duggan,London
618,J R Duggan,Africa
619,W N Duggan,Scotland
620,Emile Duhousset,France
621,Conrad C Dumas,London
622,x Dumon,Belgium
623,Alexander Duncan,Ireland
624,David Duncan,India
624,David Duncan,Scotland
625,Francis Duncan,country
626,Peter Martin Duncan,London
628,Alfred John Dunkin,London
628,Alfred John Dunkin,country
629,Alexander Milne Dunlop,country
630,R H W Dunlop,Scotland
630,R H W Dunlop,London
630,R H W Dunlop,India
631,Robert Dunn,London
632,x Dunraven & Mountearl,London
635,Robert Dyce,Scotland
637,Robert Eadie,country
638,George Windsor Earl,Malaysia
639,William Eassie,London
639,William Eassie,country
640,Joseph William Eastwood,country
641,Alexander Ecker,Switzerland
641,Alexander Ecker,Germany
642,Conrad Eckhard,Germany
643,Casper W Eddy,London
644,Thomas Edmonston,Scotland
645,J  Passmore Edwards,London
646,John Edwards,London
647,William Edwards-Schneegans,London
651,x Egypt,Egypt
652,John Elder,country
653,x Eliot,London
654,John Ellerton,country
655,Walter Elliot,Scotland
657,C H  Fairfax Ellis,country
658,James Ellis,country
659,Jonathan W Elmes,Africa
660,John Elphinstone,country
661,Mountstuart Elphinstone,Scotland
661,Mountstuart Elphinstone,India
662,Joel Emanuel,London
663,Jacob Epstein,London
665,Victor Erlanger,Germany
666,William Erle,London
666,William Erle,country
667,Adolf Ernst,Venezuela
669,x Euclide,Cyprus
670,William Euing,Scotland
671,Edward Bickerton Evans,country
672,John Evans,country
674,Richard Tonson Evanson,country
676,William Ewart,London
677,Arthur B Ewen,country
678,Edward John Eyre,Jamaica
678,Edward John Eyre,country
679,William Fairbairn,country
681,R W Fairbank,country
682,Edmund Farmer,London
683,x Farquharson,country
684,Adam Storey Farrar,country
687,J G Faught,London
689,Frederick Fearon,London
689,Frederick Fearon,country
691,Alexis Fedschenko,Russia
692,George Edgeworth Fenwick,Canada
693,William Ferguson,country
694,John Fergusson,London
695,Leopold Ferny,Puerto Rico
696,Alexander Fiddes,Jamaica
698,Edwin Foxton Firby,country
699,Frederick Firebrace,India
700,James Firm,Israel
701,James (1) Fischer,India
702,Robert Fischer,India
703,Edward Gardiner Fishbourne,London
704,Anthony Lax Fisher,London
706,Morton Coates Fisher,London
707,Robert Fitzroy,London
708,F H Fitzwilliam,country
709,William S Fitzwilliam,London
710,George Fleming,country
710,George Fleming,London
714,Alphonse de Fleuriot de Langle,France
715,Walter Flight,country
716,John Wickham Flower,country
717,John Folhurst,London
718,George Folsom,America
720,David Forbes,London
721,Duncan W Forbes,country
722,W Forester,Ireland
723,Joseph James Forrester,London
724,Richard Fort,London
724,Richard Fort,country
725,G A Forteath,Scotland
728,Balthazar Walter Foster,country
729,M Foster,country
730,Robert Nicholas Fowler,London
732,Charles Henry Fox,country
733,William Henry Francklyne,India
734,Augustus Wollaston Franks,London
735,Alexander Adolphus Fraser,London
736,Alexander Colvin Fraser,country
738,Thomas Fraser,New Zealand
738,Thomas Fraser,London
739,Henry Stanhope Freeman,London
740,x Freme,London
741,Sydney French,London
742,H  Albert Freuler,country
743,William Freund,Germany
744,John Friend,London
745,Anton Fritsch,Austria Hungary
746,Danby Palmer Fry,London
747,Stephen D Fuller,London
749,Michael Cudmore Furnell,India
750,Albert Fytche,Burmah
750,Albert Fytche,London
751,Paolo Gaddi,Italy
752,Richard M Gage,London
752,Richard M Gage,America
754,Douglas Galton,London
755,Francis Galton,London
756,Antonio Garbiglietti,Italy
757,Felix Garden,country
758,John Gardiner,London
759,C T Gardner,London
759,C T Gardner,China
760,Charles Henry Gardner,London
761,E V Gardner,country
761,E V Gardner,London
762,Peter Gardner,London
764,William H Garrett,London
765,Thomas B Gascoyne,London
766,John Peter Gassiot,London
767,Charles Henry Gatty,country
768,J Gaus,Africa
769,x Gawler,Australia
770,David Gay,London
771,Alex  Nidda Genthe,London
771,Alex  Nidda Genthe,Germany
772,x Georgei,London
773,Paul Gervais,France
774,George Duncan Gibb,London
774,George Duncan Gibb,Scotland
775,Craig Gibson,country
776,George Stacey Gibson,country
778,Enrico Hillyer Giglioli,Italy
778,Enrico Hillyer Giglioli,Japan
779,Joseph Gill,Africa
780,William Gillespie,Scotland
782,Andrew Gilmour,Scotland
783,x Giraldes,France
784,James William Glass,London
786,Spyridon Glaucopides,London
788,J  S  Stuart Glennie,London
789,John Hawley Glover,Africa
790,George Grenfell Glyn,London
791,Edwin Goadby,country
792,x Gobineau,Greece
792,x Gobineau,Brazil
793,William Goddard,country
794,Thomas Godrich,London
795,Augustus Goldsmid,London
798,Thomas Gooch,London
799,William Gooch,country
800,Charles Rowland Goodman,country
801,Arthur Gordon Gordon,Africa
801,Arthur Gordon Gordon,country
802,Richard Thomas Gore,country
803,A L  (pere) Gosse,Switzerland
804,Hippolyte-Jean Gosse,Switzerland
805,John Gould,Australia
806,Charles Edward Gover,India
807,James Gowans,Scotland
808,D G Goyder,country
812,Pierre Gratiolet,France
813,John Grattan,Ireland
814,Ryves William Graves,country
815,John Grayling,country
816,Frederick Green,London
817,Frederick King Green,country
818,George Courthope Green,Wales
819,Sidney Faithhorn Green,country
823,Henry Greenway,country
824,William Greenwell,country
825,Edward Greey,London
826,William Rathbone Greg,London
827,Alexander Gregg,London
827,Alexander Gregg,America
828,Walter Gregor,Scotland
829,J R Gregory,London
830,Charles Edward Grey,country
831,George Grey,New Zealand
831,George Grey,country
832,Henry Rowland Ellison Grey,China
832,Henry Rowland Ellison Grey,country
833,x Gribble,country
833,x Gribble,Gibraltar
834,H G Gridley,London
835,Frederick Griffin,London
836,Lepel Griffin,London
838,Richard Trygarn Griffith,Wales
838,Richard Trygarn Griffith,London
839,Francis Griffiths,country
842,James Oliff Griffits,London
846,Charles Groves,country
847,Joseph Tatton Russell Groves,London
849,William Vernon Guise,country
850,John Gunn,country
851,Henry Francis Jeune Guppy,Trinidad
852,Samuel Guppy,country
852,Samuel Guppy,London
853,John Henry Gurney,London
853,John Henry Gurney,country
855,Alexander Guthrie,London
856,James Guthrie,London
856,James Guthrie,Scotland
857,Johann Franz ('Julius') Haast,New Zealand
858,Johann Georg Hahn,Greece
863,Ernst Hallier,Germany
864,Alexander C Hamilton,Bermuda
864,Alexander C Hamilton,country
864,Alexander C Hamilton,London
865,Archibald Hamilton,country
867,Rowland Hamilton,India
867,Rowland Hamilton,London
868,C D Hammond,London
869,William Alexander Hammond,America
870,Henry Fletcher Hance,China
871,H J B Hancock,country
872,James Ronaldson Handyside,Russia
874,Richard Davis Hanson,London
874,Richard Davis Hanson,Australia
875,Edward B Harbour,China
876,Clarence Harcourt,London
878,Charles Harding,London
879,William Harding,London
880,William Hardman,London
881,Charles J Harland,country
882,Henry Harland,country
883,C E Harle,London
884,Thomas Harlin,country
885,J A W Harper,London
886,Samuel Harraden,London
888,Arthur B Harris,country
890,James Penn Harris,country
893,Charles (1) Harrison,London
894,William G S Harrison,London
895,William Henry Harrison,London
896,Alfred Edmund Harriss,India
897,Ernest Abraham Hart,London
898,John Harvey,London
899,John E Harvey,Borneo
899,John E Harvey,London
900,Frederick Augustus Haserick,country
900,Frederick Augustus Haserick,Germany
901,James Hastie,country
903,Richard Haughton,country
904,Samuel Foster Haven,America
905,George Hawkins,London
907,Walter Hawkins,London
908,John Hay,London
909,W E Hay,London
910,Ferdinand Vandeveer Hayden,America
912,Thomas Hayle,country
912,Thomas Hayle,Jamaica
913,R W Haynes,London
914,William Stephens Hayward,country
916,Edward Charles Healey,country
917,Dunbar Isidore Heath,country
917,Dunbar Isidore Heath,London
918,G J D Heath,India
919,John Heaton,country
920,Alexander Hector,Iraq
920,Alexander Hector,London
923,W G Helsby,country
924,Alexander Henderson,Belize
925,David Mitchell Henderson,Scotland
925,David Mitchell Henderson,Africa
925,David Mitchell Henderson,Burmah
926,P Henderson,Africa
926,P Henderson,London
927,Robert Henderson,country
928,Alfred Gutteres Henriques,London
929,Joseph Henry,America
930,M H Henry,America
931,James Hepburn,America
932,Robert Hepburn,London
933,John Mason Hepworth,country
934,Henry A Hertz,London
935,Maximilian Herz,Austria
935,Maximilian Herz,Hungary
936,Matthew Heslop,country
937,T P Heslop,country
938,B Hewitt,India
939,Jonas B Hewitt,London
940,Alfred Hewlett,country
941,James Heywood,London
942,James Higgin,country
943,Alfred Higgins,London
945,x Hildebrand,Sweden
947,Dallas Hill,India
948,George Hill,country
949,L  Doake Hill,India
951,R  Harvey Hilliard,London
951,R  Harvey Hilliard,Africa
952,J Hillier,country
953,x Hincks,Canada
955,Benjamin Hinde,Ireland
956,Frederick Hindmarsh,country
956,Frederick Hindmarsh,London
957,George T Hine,Australia
959,Wilhelm His,Germany
959,Wilhelm His,Switzerland
960,x Hitchman,country
961,W Hitchman,country
963,W G E Hobbs,country
964,F H Hobler,London
965,von Hochstetter,Austria
966,Thomas Hodge,Scotland
967,Thomas (1) Hodgkin,London
968,Brian Houghton Hodgson,country
968,Brian Houghton Hodgson,India
969,Kirkman Daniel Hodgson,London
969,Kirkman Daniel Hodgson,country
970,"x Hoeven, Van der",Holland
971,Carl Alphonse Hoffman,London
974,Jennings Holgate,country
975,James Holland,London
976,Robert Hollond,country
977,x Holmberg,Finland
979,William Holmes,London
980,H  le Hon,Belgium
981,T H Hood,Scotland
982,Joseph Hooker,London
984,Frederick William Hope,country
985,James Hope,India
986,John Baker Hopkins,London
987,W J S Horton,country
988,John Camden Hotten,London
989,Henry Hotze,London
990,x Houghton,London
991,Alfred Robert Houghton,Borneo
992,Edward Price Houghton,Borneo
994,Frederick Hovenden,London
995,Alfred How,London
996,C F Howard,London
997,W T Howard,London
999,Oswald Bloomfield Howell,London
1000,Henry Hoyle Howorth,country
1000,Henry Hoyle Howorth,London
1001,Charles William Hoyland,Turkey
1003,F Hudson,country
1004,Henry Hudson,Ireland
1005,Robinson Hudson,country
1006,Richard Hughes,country
1008,Thomas McKenny Hughes,London
1009,Hamilton J Hulcee,America
1010,Thomas Humble,country
1011,"Alexander Humboldt, Von",Germany
1012,Augustus H Hunt,country
1013,George S  Lennon Hunt,Brazil
1014,James Hunt,country
1014,James Hunt,London
1015,John (1) Hunt,country
1016,John (2) Hunt,London
1017,William Wilson Hunter,India
1017,William Wilson Hunter,country
1017,William Wilson Hunter,Germany
1018,Frank J Husband,London
1019,H A Husband,country
1020,G A Hutchinson,London
1021,Jonathan Hutchinson,London
1024,Thomas Henry Huxley,London
1025,Josef Hyrtl,Austria
1026,Walter Hyslop,London
1027,William Imrie,London
1028,Joseph Ince,London
1029,Robert Ingham,London
1030,John Inglis,New Zealand
1031,Robert M Inman,country
1033,A Ioannides,London
1033,A Ioannides,Egypt
1034,Arthur Constantine Ionides,Greece
1036,J  Clayfield Ireland,country
1039,George James Ivey,Africa
1040,Frederick R Izard,London
1042,Henry (the father) Jackson,country
1043,Henry (the son) Jackson,country
1044,Henry Willan Jackson,London
1045,Henry William (1) Jackson,London
1046,J  Hughlings Jackson,London
1047,J W Jackson,Scotland
1047,J W Jackson,London
1049,Le Grand Jacob,country
1051,George Alexander James,country
1052,Horatio Gay James,Hong Kong
1054,F H Janson,country
1055,William Jardine,Scotland
1056,John Jarratt,country
1057,John Moore Jeffcott,country
1058,Frederick John Jeffery,country
1059,William S Jeffery,London
1060,Edmund Jeffries,Ceylon
1061,Charles Jellicoe,London
1062,Newton Edward Jennings,London
1063,William Jennings,London
1063,William Jennings,Hong Kong
1064,Leonard Jenyns LATER Blomefield,country
1065,William Jepson,country
1066,C Jervise,London
1067,Henry Edward Jessop,country
1068,Augustus Jessopp,country
1070,George Curling Joad,country
1072,Arthur Johnson,country
1073,Henry Johnson,London
1074,Henry James Johnson,London
1075,Henry Moreton Johnson,London
1076,Richard Johnson,country
1077,J C  Hope Johnstone,London
1078,x Johore,Singapore
1078,x Johore,London
1080,C  Treasure Jones,China
1081,J  Pryce Jones,country
1082,James Jones,China
1084,Robert Jones,London
1085,W T Jones,London
1087,William Arthur Jones,country
1088,William Jordan,London
1089,Algernon Joy,country
1090,Ernst Juch,London
1091,Francisco Delgado Jugo,Spain
1092,J  Beete Jukes,country
1095,x Kalmus,Austria
1096,G Kasimates,Greece
1097,x Kaup,Germany
1098,J W  (1) Kaye,country
1099,J W  (2) Kaye,country
1099,J W  (2) Kaye,London
1100,William Keene,Australia
1102,William Kelly,France
1103,William Henry Kemm,country
1104,T M Kendall,country
1105,James (1) Kennedy,London
1106,Richard Hartley Kennedy,London
1107,Claude Buchanan Ker,country
1108,James Kernahan,London
1109,W B Kesteven,London
1110,Nicolai de Khanikof,France
1111,Joshua Edward Killick,London
1112,William Kincaid,India
1113,David King,country
1114,Edwin Holborow King,London
1117,Richard King,London
1118,S W King,country
1119,William King,Ireland
1120,Phillip Kingsford,London
1121,Charles Kingsley,country
1122,W R H Kinlay,Scotland
1123,David Kinloch,Africa
1125,Robert Reid Kirkwood,Africa
1125,Robert Reid Kirkwood,Scotland
1127,Richard Kirwan,country
1128,Samuel Kisch,country
1131,Robert Knox,Scotland
1134,de Koninck,Belgium
1135,Isidor Kopernicki,Romania
1135,Isidor Kopernicki,Poland
1135,Isidor Kopernicki,Turkey
1136,x Koren,Norway
1137,Samuel Harley Kough,country
1138,Alfred von Kremer,Germany
1139,William White La Barte,country
1141,George Lade,London
1143,Samuel Laing,country
1143,Samuel Laing,London
1143,Samuel Laing,Scotland
1144,Thomas Josiah Laing,London
1145,Thomas Lampray,London
1147,Jones Lamprey,country
